Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple Carriers,2019-05-21,Delhi,Cochin,09:00:00,19:00:00,600.0,1,No Info,10197
Jet Airways,2019-04-24,Banglore,Delhi,18:55:00,22:00:00,185.0,0,In-flight meal not included,4544
Jet Airways,2019-05-09,Delhi,Cochin,08:00:00,04:25:00,1225.0,1,In-flight meal not included,12373
SpiceJet,2019-03-18,Mumbai,Hyderabad,22:45:00,00:10:00,85.0,0,No check-in baggage included,1965
Multiple Carriers,2019-05-01,Delhi,Cochin,07:30:00,19:00:00,690.0,1,No Info,9794
Jet Airways,2019-04-12,Banglore,Delhi,08:20:00,11:20:00,180.0,0,No Info,7229
Jet Airways,2019-03-09,Delhi,Cochin,08:20:00,04:25:00,1205.0,2,No Info,18909
Multiple Carriers,2019-05-15,Delhi,Cochin,08:45:00,19:15:00,630.0,1,No Info,8266
Vistara,2019-03-09,Banglore,New Delhi,09:50:00,12:35:00,165.0,0,No Info,7240
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,18:15:00,1400.0,1,No Info,13044
Air India,2019-03-06,Delhi,Cochin,09:00:00,19:15:00,615.0,1,No Info,15284
Jet Airways,2019-06-03,Mumbai,Hyderabad,19:35:00,21:05:00,90.0,0,In-flight meal not included,3210
Jet Airways,2019-05-21,Kolkata,Banglore,20:25:00,18:00:00,1295.0,1,No Info,14151
Air India,2019-06-12,Delhi,Cochin,12:00:00,07:40:00,1180.0,2,No Info,8603
Air India,2019-06-12,Kolkata,Banglore,16:50:00,07:55:00,905.0,1,No Info,8366
Multiple Carriers,2019-06-24,Delhi,Cochin,11:30:00,01:30:00,840.0,1,No Info,13377
IndiGo,2019-06-06,Kolkata,Banglore,09:20:00,14:15:00,295.0,1,No Info,11160
Air India,2019-03-24,Kolkata,Banglore,09:10:00,11:10:00,1560.0,2,No Info,15187
SpiceJet,2019-03-24,Kolkata,Banglore,09:00:00,11:30:00,150.0,0,No check-in baggage included,5201
Vistara,2019-06-09,Banglore,Delhi,17:00:00,19:35:00,155.0,0,No Info,4878
Multiple Carriers,2019-03-06,Delhi,Cochin,12:50:00,01:35:00,765.0,1,No Info,15147
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,21:20:00,935.0,1,No Info,16736
Jet Airways,2019-05-27,Delhi,Cochin,05:30:00,19:00:00,810.0,2,In-flight meal not included,13029
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,21:05:00,690.0,1,No Info,12692
Air India,2019-06-09,Delhi,Cochin,18:45:00,19:15:00,1470.0,2,No Info,12257
Jet Airways,2019-06-12,Delhi,Cochin,18:25:00,12:35:00,1090.0,2,No Info,14237
IndiGo,2019-05-18,Kolkata,Banglore,15:15:00,20:05:00,290.0,1,No Info,4775
Jet Airways,2019-06-03,Delhi,Cochin,22:50:00,04:25:00,335.0,1,No Info,14714
Jet Airways,2019-06-27,Banglore,Delhi,07:10:00,10:10:00,180.0,0,No Info,8016
Jet Airways,2019-03-01,Banglore,New Delhi,22:50:00,20:20:00,1290.0,1,No Info,25735
IndiGo,2019-05-18,Chennai,Kolkata,22:05:00,00:25:00,140.0,0,No Info,5277
Air India,2019-05-15,Kolkata,Banglore,14:15:00,16:45:00,150.0,0,No Info,5510
IndiGo,2019-05-24,Delhi,Cochin,07:30:00,21:00:00,810.0,1,No Info,7006
Jet Airways,2019-06-06,Delhi,Cochin,15:00:00,19:00:00,1680.0,1,No Info,14714
IndiGo,2019-05-27,Delhi,Cochin,11:25:00,21:00:00,575.0,1,No Info,6314
Air India,2019-03-03,Banglore,New Delhi,00:30:00,08:45:00,495.0,1,No Info,11392
IndiGo,2019-03-01,Kolkata,Banglore,15:20:00,17:55:00,155.0,0,No Info,6565
Air India,2019-06-01,Delhi,Cochin,19:00:00,19:15:00,1455.0,1,No Info,8792
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,04:25:00,655.0,1,In-flight meal not included,12373
Vistara,2019-05-24,Banglore,Delhi,19:30:00,22:15:00,165.0,0,No Info,5823
Air India,2019-05-09,Kolkata,Banglore,10:00:00,05:25:00,1165.0,2,No Info,14424
SpiceJet,2019-04-27,Kolkata,Banglore,17:10:00,19:40:00,150.0,0,No check-in baggage included,3841
SpiceJet,2019-03-24,Chennai,Kolkata,08:20:00,10:35:00,135.0,0,No Info,3859
Multiple Carriers,2019-03-21,Delhi,Cochin,09:00:00,19:15:00,615.0,1,No Info,13378
Multiple Carriers,2019-03-27,Delhi,Cochin,19:00:00,01:35:00,395.0,1,No Info,7845
SpiceJet,2019-05-21,Delhi,Cochin,06:05:00,11:20:00,315.0,1,No Info,6297
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,18:15:00,1690.0,1,In-flight meal not included,7757
IndiGo,2019-04-27,Kolkata,Banglore,20:20:00,22:55:00,155.0,0,No Info,4804
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,19:00:00,1210.0,1,No Info,16079
Jet Airways,2019-05-18,Delhi,Cochin,19:30:00,12:35:00,1025.0,2,In-flight meal not included,10368
IndiGo,2019-03-27,Kolkata,Banglore,09:35:00,12:20:00,165.0,0,No Info,4148
Multiple Carriers,2019-05-15,Delhi,Cochin,12:50:00,21:00:00,490.0,1,No Info,7670
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,19:00:00,560.0,2,No Info,13014
Multiple Carriers,2019-06-06,Delhi,Cochin,07:05:00,22:30:00,925.0,1,No Info,9646
Vistara,2019-05-01,Kolkata,Banglore,20:20:00,20:20:00,1440.0,1,No Info,8610
IndiGo,2019-04-06,Banglore,Delhi,06:05:00,08:50:00,165.0,0,No Info,4423
Air Asia,2019-05-21,Kolkata,Banglore,19:55:00,23:30:00,215.0,1,No Info,5162
Jet Airways,2019-05-27,Delhi,Cochin,05:30:00,12:35:00,425.0,2,No Info,16274
Multiple Carriers,2019-06-15,Delhi,Cochin,06:00:00,19:15:00,795.0,1,No Info,9526
Jet Airways,2019-06-15,Delhi,Cochin,06:45:00,04:25:00,1300.0,2,In-flight meal not included,10919
Air India,2019-04-09,Banglore,Delhi,21:05:00,23:55:00,170.0,0,No Info,4441
Vistara,2019-04-27,Delhi,Cochin,06:00:00,09:10:00,190.0,0,No Info,6216
Air India,2019-03-21,Kolkata,Banglore,14:15:00,16:45:00,150.0,0,No Info,5170
Multiple Carriers,2019-06-01,Delhi,Cochin,18:15:00,01:30:00,435.0,1,No Info,13377
IndiGo,2019-05-21,Delhi,Cochin,07:30:00,21:00:00,810.0,1,No Info,7006
Jet Airways,2019-05-21,Delhi,Cochin,20:00:00,04:25:00,505.0,2,In-flight meal not included,15318
IndiGo,2019-06-27,Banglore,Delhi,13:00:00,15:50:00,170.0,0,No Info,3943
IndiGo,2019-06-09,Banglore,Delhi,23:30:00,02:20:00,170.0,0,No Info,4591
IndiGo,2019-03-03,Banglore,New Delhi,13:40:00,18:35:00,295.0,1,No Info,8662
Air India,2019-06-01,Delhi,Cochin,09:45:00,09:25:00,1420.0,1,No Info,8372
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,16:20:00,1430.0,1,In-flight meal not included,10844
Vistara,2019-06-27,Banglore,Delhi,19:30:00,22:15:00,165.0,0,No Info,5088
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,09:45:00,1450.0,1,No Info,14151
Air India,2019-03-21,Delhi,Cochin,06:50:00,19:15:00,2185.0,2,No Info,10756
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,09:15:00,810.0,1,In-flight meal not included,11134
Air India,2019-05-06,Delhi,Cochin,12:20:00,19:15:00,1855.0,2,No Info,13538
SpiceJet,2019-05-15,Kolkata,Banglore,17:10:00,19:40:00,150.0,0,No check-in baggage included,3841
Air India,2019-03-18,Banglore,New Delhi,06:45:00,16:20:00,575.0,2,No Info,12935
IndiGo,2019-05-01,Banglore,Delhi,13:00:00,15:50:00,170.0,0,No Info,4423
IndiGo,2019-03-21,Delhi,Cochin,04:45:00,21:00:00,975.0,1,No Info,6314
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,21:05:00,1480.0,1,No Info,12692
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,12:00:00,960.0,1,No Info,12681
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,10:05:00,775.0,1,In-flight meal not included,8586
Jet Airways,2019-03-06,Delhi,Cochin,19:10:00,04:25:00,1995.0,2,No Info,16809
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,09:30:00,1310.0,1,In-flight meal not included,11087
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,10:55:00,1075.0,1,No Info,10953
Multiple Carriers,2019-03-27,Delhi,Cochin,09:00:00,21:00:00,720.0,1,No Info,12537
Jet Airways,2019-05-24,Mumbai,Hyderabad,10:20:00,11:50:00,90.0,0,In-flight meal not included,4995
IndiGo,2019-03-24,Banglore,New Delhi,21:20:00,00:15:00,175.0,0,No Info,6144
Multiple Carriers,2019-05-15,Delhi,Cochin,04:55:00,19:00:00,845.0,1,No Info,9103
Jet Airways,2019-05-09,Banglore,Delhi,19:50:00,22:50:00,180.0,0,In-flight meal not included,3502
Air India,2019-05-06,Kolkata,Banglore,09:25:00,05:25:00,1200.0,2,No Info,17732
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,19:50:00,1360.0,1,In-flight meal not included,10844
SpiceJet,2019-05-15,Chennai,Kolkata,17:45:00,20:05:00,140.0,0,No Info,3597
Air India,2019-06-12,Delhi,Cochin,09:45:00,09:25:00,1420.0,2,No Info,10975
Air India,2019-05-27,Delhi,Cochin,05:15:00,06:50:00,1535.0,1,No Info,8425
Jet Airways,2019-03-27,Delhi,Cochin,09:00:00,18:50:00,590.0,1,In-flight meal not included,5963
IndiGo,2019-06-06,Delhi,Cochin,06:40:00,21:00:00,860.0,1,No Info,6093
IndiGo,2019-06-21,Delhi,Cochin,14:25:00,17:40:00,195.0,0,No Info,5000
Air India,2019-03-15,Banglore,New Delhi,05:50:00,22:10:00,980.0,2,No Info,10111
Air Asia,2019-06-24,Kolkata,Banglore,22:50:00,01:20:00,150.0,0,No Info,3807
Jet Airways,2019-04-03,Banglore,Delhi,18:55:00,22:00:00,185.0,0,In-flight meal not included,4544
Air Asia,2019-04-21,Delhi,Cochin,07:55:00,22:25:00,870.0,1,No Info,7452
Jet Airways,2019-06-15,Mumbai,Hyderabad,19:35:00,21:05:00,90.0,0,No Info,5678
Multiple Carriers,2019-03-03,Delhi,Cochin,10:00:00,21:00:00,660.0,1,No Info,16863
SpiceJet,2019-04-18,Kolkata,Banglore,06:55:00,09:30:00,155.0,0,No Info,3873
IndiGo,2019-04-15,Kolkata,Banglore,19:20:00,23:45:00,265.0,1,No Info,3809
Jet Airways,2019-05-06,Delhi,Cochin,09:40:00,12:35:00,1615.0,2,No Info,15129
Jet Airways,2019-03-01,Banglore,New Delhi,08:55:00,21:20:00,745.0,1,1 Long layover,27992
IndiGo,2019-06-12,Delhi,Cochin,10:35:00,01:30:00,895.0,1,No Info,5883
IndiGo,2019-03-09,Delhi,Cochin,17:30:00,01:35:00,485.0,1,No Info,12351
Jet Airways,2019-04-15,Banglore,Delhi,06:00:00,08:45:00,165.0,0,No Info,7229
Jet Airways,2019-06-06,Delhi,Cochin,19:45:00,04:25:00,520.0,1,No Info,14714
Multiple Carriers,2019-05-21,Delhi,Cochin,13:00:00,21:00:00,480.0,1,No Info,14067
IndiGo,2019-06-09,Delhi,Cochin,15:10:00,20:00:00,290.0,1,No Info,7060
IndiGo,2019-06-27,Delhi,Cochin,16:10:00,22:30:00,380.0,1,No Info,6412
SpiceJet,2019-05-01,Mumbai,Hyderabad,05:45:00,07:15:00,90.0,0,No Info,2017
SpiceJet,2019-03-24,Banglore,New Delhi,09:35:00,12:30:00,175.0,0,No Info,4377
Jet Airways,2019-05-06,Kolkata,Banglore,18:55:00,08:15:00,800.0,1,No Info,13584
Multiple Carriers,2019-06-03,Delhi,Cochin,09:00:00,19:00:00,600.0,1,No Info,13714
Air India,2019-05-01,Kolkata,Banglore,19:00:00,04:40:00,580.0,1,No Info,6117
Jet Airways,2019-03-09,Banglore,New Delhi,07:00:00,09:30:00,1590.0,1,In-flight meal not included,11087
IndiGo,2019-03-03,Kolkata,Banglore,05:30:00,08:20:00,170.0,0,No Info,4778
Jet Airways,2019-05-03,Banglore,Delhi,11:10:00,14:05:00,175.0,0,No Info,7229
Jet Airways,2019-03-06,Mumbai,Hyderabad,07:10:00,08:35:00,85.0,0,No Info,9536
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,09:45:00,1005.0,1,No Info,13067
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,08:15:00,1090.0,1,No Info,14388
GoAir,2019-06-27,Delhi,Cochin,10:35:00,19:35:00,540.0,1,No Info,3948
IndiGo,2019-03-03,Banglore,New Delhi,04:00:00,06:50:00,170.0,0,No Info,6144
IndiGo,2019-06-09,Delhi,Cochin,10:35:00,21:00:00,625.0,1,No Info,6314
Jet Airways,2019-03-27,Mumbai,Hyderabad,19:35:00,21:05:00,90.0,0,In-flight meal not included,2071
Air Asia,2019-04-21,Kolkata,Banglore,22:50:00,01:20:00,150.0,0,No Info,5645
IndiGo,2019-05-15,Delhi,Cochin,05:35:00,08:50:00,195.0,0,No Info,6015
Air India,2019-05-15,Kolkata,Banglore,17:30:00,20:25:00,1615.0,1,No Info,10203
IndiGo,2019-03-21,Delhi,Cochin,07:35:00,22:20:00,885.0,1,No Info,6558
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,19:10:00,1570.0,1,No Info,13067
Jet Airways,2019-05-21,Delhi,Cochin,19:15:00,12:35:00,1040.0,1,In-flight meal not included,12898
Air India,2019-04-01,Kolkata,Banglore,09:25:00,10:30:00,1505.0,2,No Info,12009
Jet Airways,2019-05-27,Delhi,Cochin,19:15:00,04:25:00,550.0,1,In-flight meal not included,12898
Multiple Carriers,2019-06-27,Delhi,Cochin,13:00:00,19:15:00,375.0,1,No Info,14848
Jet Airways,2019-06-06,Delhi,Cochin,15:00:00,04:25:00,805.0,1,In-flight meal not included,10262
IndiGo,2019-06-15,Banglore,Delhi,18:25:00,21:20:00,175.0,0,No Info,4823
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,21:05:00,1685.0,1,No Info,14151
IndiGo,2019-03-21,Delhi,Cochin,07:35:00,16:10:00,515.0,1,No Info,6558
Air India,2019-06-27,Delhi,Cochin,05:55:00,19:15:00,800.0,2,No Info,11386
Air India,2019-03-18,Banglore,New Delhi,10:00:00,12:45:00,165.0,0,No Info,4441
IndiGo,2019-05-01,Banglore,Delhi,22:10:00,01:00:00,170.0,0,No Info,3943
SpiceJet,2019-06-12,Delhi,Cochin,08:45:00,13:15:00,270.0,1,No check-in baggage included,5158
IndiGo,2019-03-18,Banglore,New Delhi,16:15:00,20:35:00,260.0,1,No Info,4437
SpiceJet,2019-06-27,Kolkata,Banglore,09:00:00,11:25:00,145.0,0,No check-in baggage included,3841
Air India,2019-05-27,Delhi,Cochin,14:10:00,17:10:00,180.0,0,No Info,6934
Jet Airways,2019-03-24,Banglore,New Delhi,11:40:00,09:00:00,1280.0,1,In-flight meal not included,8147
IndiGo,2019-05-12,Mumbai,Hyderabad,20:05:00,21:40:00,95.0,0,No Info,2227
IndiGo,2019-05-21,Banglore,Delhi,22:10:00,01:00:00,170.0,0,No Info,3625
Jet Airways,2019-05-12,Delhi,Cochin,11:00:00,14:15:00,195.0,0,No Info,9564
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,04:25:00,520.0,1,In-flight meal not included,12373
Multiple Carriers,2019-03-06,Delhi,Cochin,07:10:00,16:10:00,540.0,1,In-flight meal not included,7563
GoAir,2019-04-09,Banglore,Delhi,20:55:00,23:40:00,165.0,0,No Info,4239
Jet Airways,2019-05-12,Banglore,Delhi,11:10:00,14:05:00,175.0,0,In-flight meal not included,5198
SpiceJet,2019-03-06,Kolkata,Banglore,17:15:00,19:45:00,150.0,0,No Info,4622
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,10:25:00,930.0,1,In-flight meal not included,11087
IndiGo,2019-05-12,Mumbai,Hyderabad,16:55:00,18:25:00,90.0,0,No Info,3603
Air Asia,2019-06-09,Kolkata,Banglore,22:40:00,10:40:00,720.0,1,No Info,11323
Air India,2019-06-12,Delhi,Cochin,10:55:00,19:15:00,500.0,2,No Info,11753
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,18:15:00,1335.0,1,In-flight meal not included,10844
Air India,2019-03-03,Delhi,Cochin,16:40:00,19:15:00,1595.0,2,No Info,14011
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,12:00:00,960.0,1,No Info,13044
Air India,2019-06-01,Delhi,Cochin,06:50:00,07:40:00,1490.0,2,No Info,15481
Jet Airways,2019-05-21,Delhi,Cochin,02:15:00,04:25:00,1570.0,1,In-flight meal not included,12898
Air Asia,2019-06-01,Delhi,Cochin,16:45:00,22:25:00,340.0,1,No Info,11410
Jet Airways,2019-06-12,Delhi,Cochin,19:30:00,12:35:00,1025.0,2,In-flight meal not included,10368
Multiple Carriers,2019-03-21,Delhi,Cochin,07:05:00,21:20:00,855.0,2,No Info,6653
Air India,2019-04-01,Delhi,Cochin,20:40:00,09:25:00,765.0,1,No Info,5117
IndiGo,2019-03-09,Kolkata,Banglore,05:30:00,08:20:00,170.0,0,No Info,4148
SpiceJet,2019-06-03,Chennai,Kolkata,08:20:00,10:35:00,135.0,0,No Info,3597
Jet Airways,2019-03-21,Delhi,Cochin,11:30:00,18:50:00,440.0,1,No Info,13244
Jet Airways,2019-06-09,Kolkata,Banglore,16:30:00,22:35:00,365.0,1,In-flight meal not included,10844
IndiGo,2019-04-15,Delhi,Cochin,05:05:00,12:10:00,425.0,1,No Info,6287
IndiGo,2019-05-21,Delhi,Cochin,04:55:00,11:50:00,415.0,1,No Info,6794
Air Asia,2019-06-09,Banglore,Delhi,23:55:00,02:45:00,170.0,0,No Info,7120
Jet Airways,2019-03-21,Banglore,New Delhi,20:35:00,10:25:00,830.0,1,In-flight meal not included,7832
SpiceJet,2019-04-03,Kolkata,Banglore,17:10:00,19:40:00,150.0,0,No check-in baggage included,3841
SpiceJet,2019-04-03,Banglore,Delhi,21:10:00,00:05:00,175.0,0,No check-in baggage included,3919
Multiple Carriers,2019-03-06,Delhi,Cochin,09:00:00,15:30:00,390.0,1,In-flight meal not included,15136
Air India,2019-06-06,Delhi,Cochin,13:15:00,09:25:00,1210.0,2,No Info,10939
IndiGo,2019-03-09,Banglore,New Delhi,10:05:00,13:00:00,175.0,0,No Info,6860
Air India,2019-05-18,Delhi,Cochin,08:00:00,19:15:00,675.0,1,No Info,8879
Jet Airways,2019-05-27,Banglore,Delhi,07:10:00,10:10:00,180.0,0,In-flight meal not included,4030
Air India,2019-03-27,Delhi,Cochin,06:10:00,08:15:00,1565.0,1,No Info,6681
Jet Airways,2019-05-27,Banglore,Delhi,08:20:00,11:20:00,180.0,0,In-flight meal not included,4030
Jet Airways,2019-05-06,Mumbai,Hyderabad,10:20:00,11:50:00,90.0,0,No Info,8040
Multiple Carriers,2019-03-09,Delhi,Cochin,06:00:00,21:00:00,900.0,1,No Info,13677
SpiceJet,2019-05-09,Mumbai,Hyderabad,13:15:00,14:45:00,90.0,0,No check-in baggage included,2175
Multiple Carriers,2019-05-15,Delhi,Cochin,06:00:00,21:00:00,900.0,1,No Info,7670
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,23:35:00,1655.0,1,In-flight meal not included,10844
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,10:05:00,1200.0,1,No Info,13044
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,21:00:00,480.0,1,No Info,7933
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,22:35:00,1525.0,1,In-flight meal not included,10844
Jet Airways,2019-06-03,Delhi,Cochin,20:00:00,04:25:00,505.0,2,In-flight meal not included,15318
Air Asia,2019-04-24,Kolkata,Banglore,19:55:00,22:25:00,150.0,0,No Info,4107
Air India,2019-05-21,Delhi,Cochin,05:55:00,19:15:00,800.0,2,No Info,10861
Jet Airways,2019-06-06,Banglore,Delhi,18:55:00,22:00:00,185.0,0,No Info,8016
IndiGo,2019-06-24,Banglore,Delhi,01:30:00,04:15:00,165.0,0,No Info,3943
IndiGo,2019-04-24,Kolkata,Banglore,09:35:00,12:20:00,165.0,0,No Info,4804
Jet Airways,2019-05-24,Mumbai,Hyderabad,10:20:00,11:50:00,90.0,0,No Info,8040
Jet Airways,2019-03-18,Banglore,New Delhi,05:45:00,18:25:00,760.0,1,No Info,12284
Air India,2019-06-06,Mumbai,Hyderabad,06:20:00,07:40:00,80.0,0,No Info,3100
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,19:50:00,1640.0,1,In-flight meal not included,10844
IndiGo,2019-05-09,Banglore,Delhi,23:30:00,02:20:00,170.0,0,No Info,3943
Multiple Carriers,2019-03-27,Delhi,Cochin,07:05:00,16:10:00,545.0,1,No Info,6076
Multiple Carriers,2019-05-18,Delhi,Cochin,15:00:00,01:30:00,630.0,1,No Info,13727
Air India,2019-03-09,Banglore,New Delhi,22:00:00,11:05:00,785.0,1,No Info,8425
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,04:25:00,335.0,1,No Info,14714
Jet Airways,2019-05-09,Delhi,Cochin,02:15:00,12:35:00,620.0,1,In-flight meal not included,12373
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,23:35:00,1630.0,1,No Info,14151
Jet Airways,2019-03-18,Banglore,New Delhi,16:55:00,23:00:00,365.0,1,No Info,13555
SpiceJet,2019-05-18,Kolkata,Banglore,09:00:00,11:25:00,145.0,0,No check-in baggage included,4439
Air India,2019-03-27,Delhi,Cochin,05:55:00,07:40:00,1545.0,2,No Info,8971
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,18:00:00,505.0,1,In-flight meal not included,9314
Air India,2019-05-12,Mumbai,Hyderabad,19:30:00,20:45:00,75.0,0,No Info,3625
SpiceJet,2019-05-03,Kolkata,Banglore,06:55:00,09:30:00,155.0,0,No Info,3873
Air India,2019-06-24,Delhi,Cochin,21:00:00,07:40:00,640.0,1,No Info,8372
Jet Airways,2019-03-09,Delhi,Cochin,06:50:00,19:45:00,775.0,1,No Info,16289
SpiceJet,2019-04-01,Kolkata,Banglore,22:20:00,00:40:00,140.0,0,No check-in baggage included,3841
Air Asia,2019-04-01,Banglore,Delhi,04:55:00,07:45:00,170.0,0,No Info,4282
GoAir,2019-03-27,Delhi,Cochin,14:10:00,19:20:00,310.0,1,No Info,10188
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,09:20:00,1010.0,1,In-flight meal not included,9663
Multiple Carriers,2019-06-12,Delhi,Cochin,11:25:00,19:00:00,455.0,1,No Info,10877
Air India,2019-06-01,Delhi,Cochin,09:45:00,23:00:00,795.0,1,No Info,8907
Jet Airways,2019-05-03,Mumbai,Hyderabad,07:05:00,08:30:00,85.0,0,In-flight meal not included,4995
Multiple Carriers,2019-06-12,Delhi,Cochin,07:05:00,21:00:00,835.0,1,In-flight meal not included,10406
Jet Airways,2019-06-09,Banglore,Delhi,17:45:00,20:45:00,180.0,0,No Info,8016
Jet Airways,2019-05-18,Delhi,Cochin,02:15:00,04:25:00,1570.0,1,In-flight meal not included,12373
IndiGo,2019-05-27,Chennai,Kolkata,07:55:00,10:15:00,140.0,0,No Info,3850
IndiGo,2019-03-09,Delhi,Cochin,07:45:00,13:40:00,355.0,1,No Info,6755
IndiGo,2019-03-09,Banglore,New Delhi,18:25:00,21:20:00,175.0,0,No Info,6860
IndiGo,2019-05-15,Mumbai,Hyderabad,20:05:00,21:40:00,95.0,0,No Info,2227
Jet Airways,2019-04-01,Banglore,Delhi,06:00:00,08:45:00,165.0,0,In-flight meal not included,4544
Air Asia,2019-04-12,Banglore,Delhi,11:10:00,13:55:00,165.0,0,No Info,4483
Air India,2019-05-27,Delhi,Cochin,09:45:00,23:00:00,795.0,1,No Info,8907
Jet Airways,2019-04-18,Delhi,Cochin,11:00:00,14:15:00,195.0,0,No Info,9564
SpiceJet,2019-05-27,Delhi,Cochin,17:55:00,22:50:00,295.0,1,No Info,5673
Air India,2019-05-01,Kolkata,Banglore,05:50:00,16:15:00,2065.0,2,No Info,10991
IndiGo,2019-04-24,Kolkata,Banglore,11:30:00,14:05:00,155.0,0,No Info,4804
SpiceJet,2019-03-09,Chennai,Kolkata,08:20:00,10:35:00,135.0,0,No Info,6300
SpiceJet,2019-04-27,Banglore,Delhi,05:55:00,08:35:00,160.0,0,No check-in baggage included,4319
Jet Airways,2019-06-01,Delhi,Cochin,05:30:00,12:35:00,425.0,2,In-flight meal not included,13344
Jet Airways,2019-05-24,Banglore,Delhi,11:10:00,14:05:00,175.0,0,In-flight meal not included,4030
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,16:20:00,475.0,1,In-flight meal not included,10844
Jet Airways,2019-04-21,Banglore,Delhi,06:00:00,08:45:00,165.0,0,In-flight meal not included,4544
Jet Airways,2019-05-21,Kolkata,Banglore,08:25:00,09:20:00,1495.0,1,No Info,14388
Air India,2019-06-24,Mumbai,Hyderabad,06:20:00,07:40:00,80.0,0,No Info,3100
IndiGo,2019-06-06,Delhi,Cochin,14:20:00,22:30:00,490.0,1,No Info,6938
IndiGo,2019-03-06,Chennai,Kolkata,05:15:00,07:35:00,140.0,0,No Info,6482
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,12:00:00,375.0,1,No Info,13941
SpiceJet,2019-05-21,Banglore,Delhi,21:10:00,00:05:00,175.0,0,No Info,3625
IndiGo,2019-05-27,Delhi,Cochin,17:05:00,22:15:00,310.0,1,No Info,6373
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,14:25:00,1730.0,1,No Info,14151
Multiple Carriers,2019-03-09,Delhi,Cochin,15:05:00,01:35:00,630.0,2,No Info,34608
IndiGo,2019-03-18,Kolkata,Banglore,20:25:00,23:05:00,160.0,0,No Info,4462
Jet Airways,2019-05-12,Banglore,Delhi,19:50:00,22:50:00,180.0,0,In-flight meal not included,3502
Air India,2019-04-01,Kolkata,Banglore,16:45:00,20:25:00,1660.0,2,No Info,9920
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,19:00:00,600.0,1,In-flight meal not included,10262
Air India,2019-06-09,Delhi,Cochin,17:15:00,19:15:00,1560.0,2,No Info,12392
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,19:00:00,1530.0,1,In-flight meal not included,12898
IndiGo,2019-05-21,Chennai,Kolkata,07:55:00,10:15:00,140.0,0,No Info,3850
Multiple Carriers,2019-06-15,Delhi,Cochin,09:00:00,19:00:00,600.0,1,No Info,12717
IndiGo,2019-03-24,Banglore,New Delhi,18:25:00,21:20:00,175.0,0,No Info,8033
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,16:20:00,1285.0,1,No Info,14571
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,18:15:00,590.0,1,No Info,14571
SpiceJet,2019-06-12,Mumbai,Hyderabad,05:45:00,07:15:00,90.0,0,No Info,2753
Jet Airways,2019-06-12,Delhi,Cochin,11:00:00,14:15:00,195.0,0,No Info,9564
IndiGo,2019-03-01,Chennai,Kolkata,05:15:00,07:35:00,140.0,0,No Info,7295
Jet Airways,2019-05-18,Delhi,Cochin,11:30:00,12:35:00,1505.0,1,In-flight meal not included,12373
IndiGo,2019-05-18,Delhi,Cochin,20:25:00,01:30:00,305.0,1,No Info,6069
Air India,2019-03-21,Delhi,Cochin,06:10:00,23:00:00,1010.0,1,No Info,5704
